OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC47959,San Carlos Bay Site # 338 Bottom,Estuary,,03100103,,,,,26.5104600000,-82.0198000000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC47960,San Carlos Bay Site # 362,Estuary,,03100103,,,,,26.4827900000,-82.0185600000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC47961,San Carlos Bay Site # 362 Bottom,Estuary,,03100103,,,,,26.4827900000,-82.0185600000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC48239,Random Estero Bay Site # 611,Estuary,,03090204,,,,,26.4566900000,-81.9487200000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC48240,Random Estero Bay Site # 611 Bottom,Estuary,,03090204,,,,,26.4566900000,-81.9487200000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC48241,Random Estero Bay Site # 626,Estuary,,03090204,,,,,26.4186400000,-81.8563000000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC48243,Random Estero Bay Site # 631,Estuary,,03090204,,,,,26.4142000000,-81.8589900000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC48245,Random Estero Bay Site # 634,Estuary,,03090204,,,,,26.3802600000,-81.8661100000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC48247,Random Estero Bay Site # 635,Estuary,,03090204,,,,,26.3853900000,-81.8524900000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC48733,Caloosahatchee River Grid #455,Estuary,,03090205,,,,,26.6887200000,-81.8027600000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC48734,Caloosahatchee River Grid #455 Bottom,Estuary,,03090205,,,,,26.6887200000,-81.8027600000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC48735,Caloosahatchee River Grid #471,Estuary,,03090205,,,,,26.7235600000,-81.7252300000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC48750,Caloosahatchee River Grid #422,Estuary,,03090205,,,,,26.6076800000,-81.9227900000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC48751,Caloosahatchee River Grid #422 Bottom,Estuary,,03090205,,,,,26.6076800000,-81.9227900000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC48987,San Carlos Bay Site # 346,Estuary,,03100103,,,,,26.5109200000,-82.0576400000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC48989,San Carlos Bay Site # 359,Estuary,,03100103,,,,,26.4678300000,-82.0610000000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC48990,San Carlos Bay Site # 359 Bottom,Estuary,,03100103,,,,,26.4678300000,-82.0610000000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC48991,San Carlos Bay Site # 363,Estuary,,03100103,,,,,26.4251900000,-82.0961100000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC48993,San Carlos Bay Site # 370,Estuary,,03100103,,,,,26.4551300000,-82.1078300000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC48995,San Carlos Bay Site # 376,Estuary,,03100103,,,,,26.4710300000,-82.0035200000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC48996,San Carlos Bay Site # 376 Bottom,Estuary,,03100103,,,,,26.4710300000,-82.0035200000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC48999,Pine Island Random Site # 225,Estuary,,03100103,,,,,26.6382000000,-82.2278000000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC49001,Pine Island Random Site # 252,Estuary,,03100103,,,,,26.6230700000,-82.1780700000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC49003,Pine Island Random Site # 260,Estuary,,03100103,,,,,26.6269600000,-82.2241000000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC49005,Pine Island Random Site #  283,Estuary,,03100103,,,,,26.5812700000,-82.1714000000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC49006,Pine Island Random Site #  283 (Bottom),Estuary,,03100103,,,,,26.5812700000,-82.1714000000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC49007,Pine Island Random Site # 369,Estuary,,03100103,,,,,26.4754600000,-82.1245000000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC49008,Pine Island Random Site #  369  (Bottom),Estuary,,03100103,,,,,26.4754600000,-82.1245000000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC49614,Pine Island Random Site # 264,Estuary,,03100103,,,,,26.6235400000,-82.1735300000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC49615,Pine Island Random Site # 264 BOTTOM,Estuary,,03100103,,,,,26.6235400000,-82.1735300000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC49616,Pine Island Random Site # 265,Estuary,,03100103,,,,,26.6170200000,-82.1751400000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC49618,Pine Island Random Site # 270,Estuary,,03100103,,,,,26.6130100000,-82.2189200000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC49619,Pine Island Random Site # 270 BOTTOM,Estuary,,03100103,,,,,26.6130100000,-82.2189200000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC49620,Pine Island Random Site # 296,Estuary,,03100103,,,,,26.5683700000,-82.1529900000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC49621,Pine Island Random Site # 296 BOTTOM,Estuary,,03100103,,,,,26.5683700000,-82.1529900000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC49622,Pine Island Random Site # 305,Estuary,,03100103,,,,,26.5272300000,-82.1808800000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC49623,Pine Island Random Site # 305 BOTTOM,Estuary,,03100103,,,,,26.5272300000,-82.1808800000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC49853,Random Estero Bay Site # 615,Estuary,,03090204,,,,,26.4505500000,-81.8713400000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC49855,Random Estero Bay Site # 621,Estuary,,03090204,,,,,26.4461900000,-81.8736000000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC49857,Random Estero Bay Site # 625,Estuary,,03090204,,,,,26.4319300000,-81.8779000000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC49858,Random Estero Bay Site # 625 Bottom,Estuary,,03090204,,,,,26.4319300000,-81.8779000000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC49859,Random Estero Bay Site # 630,Estuary,,03090204,,,,,26.4080400000,-81.8778000000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC49860,Random Estero Bay Site # 630 Bottom,Estuary,,03090204,,,,,26.4080400000,-81.8778000000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC49861,Random Estero Bay Site # 636,Estuary,,03090204,,,,,26.3962900000,-81.8449300000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC49974,San Carlos Bay Site #336,Estuary,,03100103,,,,,26.5174100000,-82.0324200000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC49975,San Carlos Bay Site #336 Bottom FP,Estuary,,03100103,,,,,26.5174100000,-82.0324200000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC49976,San Carlos Bay Site #347,Estuary,,03100103,,,,,26.5153500000,-82.0677500000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC49978,San Carlos Bay Site #350,Estuary,,03100103,,,,,26.5104400000,-82.0197900000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC49979,San Carlos Bay Site #350 Bottom FP,Estuary,,03100103,,,,,26.5104400000,-82.0197900000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC49980,San Carlos Bay Site #364,Estuary,,03100103,,,,,26.4676100000,-82.0039700000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC49981,San Carlos Bay Site #364 Bottom GV,Estuary,,03100103,,,,,26.4676100000,-82.0039700000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC49982,San Carlos Bay Site #378,Estuary,,,,,,,26.4493400000,-81.9831700000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC49983,San Carlos Bay Site #378 Bottom GV,Estuary,,,,,,,26.4493400000,-81.9831700000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC50086,Caloosahatchee River Grid # 442,Estuary,,03090205,,,,,26.6619600000,-81.8727100000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC50087,Caloosahatchee River Grid # 442 Bottom,Estuary,,03090205,,,,,26.6619600000,-81.8727100000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC50088,Caloosahatchee River Grid # 447,Estuary,,03090205,,,,,26.6663800000,-81.8745900000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC50117,Caloosahatchee River Grid # 418,Estuary,,03090205,,,,,26.5958000000,-81.9077600000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC50118,Caloosahatchee River Grid # 418 Bottom,Estuary,,03090205,,,,,26.5958000000,-81.9077600000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC50650,San Carlos Bay Site # 337,Estuary,,03100103,,,,,26.5191200000,-82.0305200000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC50651,San Carlos Bay Site # 337 Bottom,Estuary,,03100103,,,,,26.5191200000,-82.0305200000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC50652,San Carlos Bay Site # 347,Estuary,,03100103,,,,,26.4691800000,-82.0730100000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC50653,San Carlos Bay Site # 347 Bottom,Estuary,,03100103,,,,,26.4691800000,-82.0730100000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC50654,San Carlos Bay Site # 349,Estuary,,03100103,,,,,26.4744600000,-82.0478600000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC50655,San Carlos Bay Site # 349 Bottom,Estuary,,03100103,,,,,26.4744600000,-82.0478600000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC50656,San Carlos Bay Site # 357,Estuary,,03100103,,,,,26.4819300000,-82.1179100000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC50657,San Carlos Bay Site # 357 Bottom,Estuary,,03100103,,,,,26.4819300000,-82.1179100000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC50658,San Carlos Bay Site # 371,Estuary,,03100103,,,,,26.4753400000,-82.0715200000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC50928,Random Estero Bay Site # 604,Estuary,,03090204,,,,,26.4809500000,-81.9372000000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC50930,Random Estero Bay Site # 611,Estuary,,03090204,,,,,26.4615400000,-81.9482100000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC50931,Random Estero Bay Site # 611 Bottom,Estuary,,03090204,,,,,26.4615400000,-81.9482100000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC50932,Random Estero Bay Site # 615,Estuary,,03090204,,,,,26.4563000000,-81.8687600000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC50934,Random Estero Bay Site # 622,Estuary,,03090204,,,,,26.4343400000,-81.8539400000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC50936,Random Estero Bay Site # 623,Estuary,,03090204,,,,,26.4708000000,-81.9447500000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC50937,Random Estero Bay Site # 623 Bottom,Estuary,,03090204,,,,,26.4708000000,-81.9447500000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC50986,Pine Island Random Site # 219,Estuary,,03100103,,,,,26.6687500000,-82.1826800000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC50988,Pine Island Random Site # 275,Estuary,,03100103,,,,,26.5784200000,-82.1640700000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC50989,Pine Island Random Site # 275 Bottom,Estuary,,03100103,,,,,26.5784200000,-82.1640700000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC50990,Pine Island Random Site # 306,Estuary,,03100103,,,,,26.5282800000,-82.1836900000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC50992,Pine Island Random Site # 318,Estuary,,03100103,,,,,26.5251800000,-82.1192200000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC50994,Pine Island Random Site # 355,Estuary,,03100103,,,,,26.4796800000,-82.1527100000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC50995,Pine Island Random Site # 355 Bottom,Estuary,,03100103,,,,,26.4796800000,-82.1527100000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC51229,CES Random Grid #448,Estuary,,03090205,,,,,26.6749100000,-81.8622700000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC51235,CES Random-Grid #395,Estuary,,03090205,,,,,26.5349200000,-81.9449800000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC51236,CES Random-Grid #395 Bottom,Estuary,,03090205,,,,,26.5349200000,-81.9449800000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC51237,CES Random-Grid #464,Estuary,,03090205,,,,,26.5087700000,-81.9760800000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC51700,San Carlos Bay Site # 351,Estuary,,03100103,,,,,26.5034500000,-82.0115200000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC51701,San Carlos Bay Site # 351 Bottom,Estuary,,03100103,,,,,26.5034500000,-82.0115200000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC51702,San Carlos Bay Site # 371,Estuary,,03100103,,,,,26.4776200000,-82.0949400000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC51703,San Carlos Bay Site # 371 Bottom,Estuary,,03100103,,,,,26.4776200000,-82.0949400000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC51704,San Carlos Bay Site # 372,Estuary,,03100103,,,,,26.4760100000,-82.0755300000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC51705,San Carlos Bay Site # 372 Bottom,Estuary,,03100103,,,,,26.4760100000,-82.0755300000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC51706,San Carlos Bay Site # 376,Estuary,,03100103,,,,,26.4687900000,-82.0213200000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC51707,San Carlos Bay Site # 376 Bottom,Estuary,,03100103,,,,,26.4687900000,-82.0213200000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC51708,San Carlos Bay Site # 379,Estuary,,03090204,,,,,26.4748800000,-81.9689600000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC52064,CES Grid #454,Estuary,,03090205,,,,,26.6874600000,-81.8239500000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC52065,CES Grid #454 Bottom,Estuary,,03090205,,,,,26.6874600000,-81.8239500000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC52131,CES Grid #387,Estuary,,03090205,,,,,26.5268700000,-81.9835400000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC52132,CES Grid #387 Bottom,Estuary,,03090205,,,,,26.5268700000,-81.9835400000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC52133,CES Grid #435,Estuary,,03090205,,,,,26.6375400000,-81.8837200000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC52467,Random Estero Bay Site # 615,Estuary,,03090204,,,,,26.4579500000,-81.8707600000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC52469,Random Estero Bay Site # 626,Estuary,,03090204,,,,,26.4323100000,-81.8550200000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC52471,Random Estero Bay Site # 638,Estuary,,03090204,,,,,26.3764000000,-81.8526500000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC52472,Random Estero Bay Site # 638 Bottom,Estuary,,03090204,,,,,26.3764000000,-81.8526500000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC52473,Random Estero Bay Site # 641,Estuary,,03090204,,,,,26.3670900000,-81.8503100000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC52475,Random Estero Bay Site # 642,Estuary,,03090204,,,,,26.3586000000,-81.8459400000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC52537,Pine Island Random Site # 242,Estuary,,03100103,,,,,26.5983500000,-82.1798200000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC52538,Pine Island Random Site # 242 BOTTOM,Estuary,,03100103,,,,,26.5983500000,-82.1798200000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC52539,Pine Island Random Site # 272,Estuary,,03100103,,,,,26.5827000000,-82.1996300000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC52541,Pine Island Random Site #  316,Estuary,,03100103,,,,,26.5271600000,-82.1754900000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC52542,Pine Island Random Site #  316 BOTTOM,Estuary,,03100103,,,,,26.5271600000,-82.1754900000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC52543,Pine Island Random Site #  333,Estuary,,03100103,,,,,26.5093200000,-82.1002700000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-AC52545,Pine Island Random Site #  342,Estuary,,03100103,,,,,26.4799600000,-82.1466200000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
